source,time,region,region_code,lat,lon,temp,temp_feels,hum,pressure,wind_speed,wind_dir,weather_code,processed_at,quality_flag,weather_label
open-meteo,2026-05-14 18:06:28.837335+00:00,Louga,LG,15.6179,-16.2241,27.4,26.3,46.0,1004.3,17.3,301,2,2026-05-14T18:06:33.218307+00:00,OK,
openweathermap,2026-05-14 18:06:33.141183+00:00,Louga,LG,15.6179,-16.2241,23.8,23.78,59.0,1009.0,7.12,292,804,2026-05-14T18:06:33.252212+00:00,OK,couvert
open-meteo,2026-05-14 18:06:35.487579+00:00,Matam,MT,15.6559,-13.2557,39.5,38.5,21.0,1002.9,13.4,296,0,2026-05-14T18:06:39.940426+00:00,OK,
openweathermap,2026-05-14 18:06:39.805197+00:00,Matam,MT,15.6559,-13.2557,41.03,44.7,29.0,1005.0,4.12,280,800,2026-05-14T18:06:39.901180+00:00,OK,ciel dégagé
open-meteo,2026-05-14 18:07:47.246558+00:00,Dakar,DK,14.6928,-17.4467,21.9,21.3,73.0,1009.5,20.9,353,0,2026-05-14T18:07:54.875341+00:00,OK,
openweathermap,2026-05-14 18:07:54.724738+00:00,Dakar,DK,14.6928,-17.4467,22.93,23.42,82.0,1011.0,7.2,320,801,2026-05-14T18:07:54.953010+00:00,OK,peu nuageux
open-meteo,2026-05-14 18:08:00.957451+00:00,Thiès,TH,14.7886,-16.9255,23.9,22.8,58.0,1001.5,18.8,335,3,2026-05-14T18:08:05.857449+00:00,OK,
openweathermap,2026-05-14 18:08:05.776185+00:00,Thiès,TH,14.7886,-16.9255,25.06,25.21,61.0,1010.0,8.75,360,803,2026-05-14T18:08:06.102664+00:00,OK,nuageux
open-meteo,2026-05-14 18:08:08.740527+00:00,Diourbel,DB,14.6554,-16.2322,32.0,31.2,35.0,1007.3,15.1,308,1,2026-05-14T18:08:13.893239+00:00,OK,
openweathermap,2026-05-14 18:08:13.761631+00:00,Diourbel,DB,14.6554,-16.2322,32.49,31.65,32.0,1008.0,5.52,291,802,2026-05-14T18:08:13.939152+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:08:19.723479+00:00,Fatick,FK,14.339,-16.4114,32.7,32.5,35.0,1008.0,13.9,313,1,2026-05-14T18:08:24.312027+00:00,OK,
openweathermap,2026-05-14 18:08:24.176213+00:00,Fatick,FK,14.339,-16.4114,29.81,29.7,42.0,1009.0,5.74,245,802,2026-05-14T18:08:24.371076+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:08:27.797170+00:00,Kaolack,KL,14.1652,-16.0726,34.8,34.8,33.0,1007.2,14.8,273,1,2026-05-14T18:08:32.575950+00:00,OK,
openweathermap,2026-05-14 18:08:32.320770+00:00,Kaolack,KL,14.1652,-16.0726,31.11,30.38,35.0,1009.0,7.23,240,801,2026-05-14T18:08:32.483780+00:00,OK,peu nuageux
open-meteo,2026-05-14 18:08:39.801770+00:00,Kaffrine,KF,14.1059,-15.5503,35.5,35.2,32.0,1006.3,16.6,274,1,2026-05-14T18:08:49.556042+00:00,OK,
openweathermap,2026-05-14 18:08:49.472929+00:00,Kaffrine,KF,14.1059,-15.5503,33.93,32.72,27.0,1008.0,7.9,235,802,2026-05-14T18:08:49.607457+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:08:55.897393+00:00,Tambacounda,TC,13.7707,-13.6673,38.5,38.1,27.0,1002.9,17.9,240,0,2026-05-14T18:09:00.470997+00:00,OK,
openweathermap,2026-05-14 18:09:00.356145+00:00,Tambacounda,TC,13.7707,-13.6673,40.73,39.46,17.0,1005.0,3.7,298,803,2026-05-14T18:09:00.517980+00:00,OK,nuageux
open-meteo,2026-05-14 18:09:03.996764+00:00,Kédougou,KD,12.5559,-12.1747,35.3,37.1,42.0,994.7,15.5,252,3,2026-05-14T18:09:09.412037+00:00,OK,
openweathermap,2026-05-14 18:09:09.287055+00:00,Kédougou,KD,12.5559,-12.1747,36.05,37.03,33.0,1006.0,3.97,220,804,2026-05-14T18:09:09.486667+00:00,OK,couvert
open-meteo,2026-05-14 18:09:15.683327+00:00,Kolda,KO,12.8989,-14.9413,36.4,37.0,34.0,1004.5,15.4,253,0,2026-05-14T18:09:20.142022+00:00,OK,
openweathermap,2026-05-14 18:09:20.016403+00:00,Kolda,KO,12.8989,-14.9413,38.56,39.07,26.0,1006.0,4.35,263,802,2026-05-14T18:09:20.348085+00:00,OK,partiellement nuageux
openweathermap,2026-05-14 18:09:41.340714+00:00,Sédhiou,SD,12.708,-15.5569,36.22,36.5,30.0,1007.0,6.0,250,803,2026-05-14T18:09:41.477792+00:00,OK,nuageux
open-meteo,2026-05-14 18:09:47.292853+00:00,Ziguinchor,ZG,12.5681,-16.2719,29.4,29.3,44.0,1007.7,13.7,269,1,2026-05-14T18:09:51.774312+00:00,OK,
openweathermap,2026-05-14 18:09:51.632004+00:00,Ziguinchor,ZG,12.5681,-16.2719,30.4,30.29,41.0,1010.0,5.7,258,802,2026-05-14T18:09:51.823260+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:09:55.268648+00:00,Saint-Louis,SL,16.0179,-16.4896,23.1,21.5,58.0,1009.0,21.6,334,3,2026-05-14T18:09:59.898117+00:00,OK,
openweathermap,2026-05-14 18:09:59.634913+00:00,Saint-Louis,SL,16.0179,-16.4896,20.39,20.6,81.0,1009.0,6.16,305,801,2026-05-14T18:09:59.801935+00:00,OK,peu nuageux
open-meteo,2026-05-14 18:10:12.345203+00:00,Louga,LG,15.6179,-16.2241,27.4,26.3,46.0,1004.3,17.3,301,2,2026-05-14T18:10:17.101709+00:00,OK,
openweathermap,2026-05-14 18:10:16.985382+00:00,Louga,LG,15.6179,-16.2241,23.8,23.78,59.0,1009.0,7.12,292,804,2026-05-14T18:10:17.295948+00:00,OK,couvert
open-meteo,2026-05-14 18:10:23.200039+00:00,Matam,MT,15.6559,-13.2557,39.5,38.5,21.0,1002.9,13.4,296,0,2026-05-14T18:10:27.652152+00:00,OK,
openweathermap,2026-05-14 18:10:27.563878+00:00,Matam,MT,15.6559,-13.2557,40.45,39.1,17.0,1005.0,6.63,226,802,2026-05-14T18:10:28.007196+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:11:33.475227+00:00,Dakar,DK,14.6928,-17.4467,21.9,21.3,73.0,1009.5,20.9,353,0,2026-05-14T18:11:38.059758+00:00,OK,
openweathermap,2026-05-14 18:11:37.872810+00:00,Dakar,DK,14.6928,-17.4467,22.36,22.79,82.0,1011.0,3.58,51,802,2026-05-14T18:11:38.124750+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:11:41.529585+00:00,Thiès,TH,14.7886,-16.9255,23.9,22.8,58.0,1001.5,18.8,335,3,2026-05-14T18:11:46.071987+00:00,OK,
openweathermap,2026-05-14 18:11:45.884643+00:00,Thiès,TH,14.7886,-16.9255,25.06,25.21,61.0,1010.0,8.75,360,803,2026-05-14T18:11:46.016750+00:00,OK,nuageux
open-meteo,2026-05-14 18:11:51.797124+00:00,Diourbel,DB,14.6554,-16.2322,32.0,31.2,35.0,1007.3,15.1,308,1,2026-05-14T18:11:56.688662+00:00,OK,
openweathermap,2026-05-14 18:11:56.206379+00:00,Diourbel,DB,14.6554,-16.2322,32.49,31.65,32.0,1008.0,5.52,291,802,2026-05-14T18:11:56.326552+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:11:59.886073+00:00,Fatick,FK,14.339,-16.4114,32.7,32.5,35.0,1008.0,13.9,313,1,2026-05-14T18:12:04.361260+00:00,OK,
openweathermap,2026-05-14 18:12:04.238636+00:00,Fatick,FK,14.339,-16.4114,29.81,29.7,42.0,1009.0,5.74,245,802,2026-05-14T18:12:04.394725+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:12:10.139110+00:00,Kaolack,KL,14.1652,-16.0726,34.8,34.8,33.0,1007.2,14.8,273,1,2026-05-14T18:12:14.575442+00:00,OK,
openweathermap,2026-05-14 18:12:14.470705+00:00,Kaolack,KL,14.1652,-16.0726,31.11,30.38,35.0,1009.0,7.23,240,801,2026-05-14T18:12:14.627913+00:00,OK,peu nuageux
open-meteo,2026-05-14 18:12:18.187052+00:00,Kaffrine,KF,14.1059,-15.5503,35.5,35.2,32.0,1006.3,16.6,274,1,2026-05-14T18:12:22.673413+00:00,OK,
openweathermap,2026-05-14 18:12:22.545809+00:00,Kaffrine,KF,14.1059,-15.5503,33.93,32.72,27.0,1008.0,7.9,235,802,2026-05-14T18:12:22.738925+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:12:28.466728+00:00,Tambacounda,TC,13.7707,-13.6673,38.5,38.1,27.0,1002.9,17.9,240,0,2026-05-14T18:12:32.905426+00:00,OK,
openweathermap,2026-05-14 18:12:32.797157+00:00,Tambacounda,TC,13.7707,-13.6673,40.73,39.46,17.0,1005.0,3.7,298,803,2026-05-14T18:12:32.976963+00:00,OK,nuageux
open-meteo,2026-05-14 18:12:36.476611+00:00,Kédougou,KD,12.5559,-12.1747,35.3,37.1,42.0,994.7,15.5,252,3,2026-05-14T18:12:40.943279+00:00,OK,
openweathermap,2026-05-14 18:12:40.781609+00:00,Kédougou,KD,12.5559,-12.1747,36.05,37.03,33.0,1006.0,3.97,220,804,2026-05-14T18:12:40.912575+00:00,OK,couvert
open-meteo,2026-05-14 18:12:46.693377+00:00,Kolda,KO,12.8989,-14.9413,36.4,37.0,34.0,1004.5,15.4,253,0,2026-05-14T18:12:51.195151+00:00,OK,
openweathermap,2026-05-14 18:12:51.025841+00:00,Kolda,KO,12.8989,-14.9413,38.56,39.07,26.0,1006.0,4.35,263,802,2026-05-14T18:12:51.158885+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:12:54.762690+00:00,Sédhiou,SD,12.708,-15.5569,34.2,34.9,39.0,1006.1,16.6,250,1,2026-05-14T18:12:59.210504+00:00,OK,
openweathermap,2026-05-14 18:12:59.078267+00:00,Sédhiou,SD,12.708,-15.5569,36.22,36.5,30.0,1007.0,6.0,250,803,2026-05-14T18:12:59.254794+00:00,OK,nuageux
open-meteo,2026-05-14 18:13:04.985105+00:00,Ziguinchor,ZG,12.5681,-16.2719,29.4,29.3,44.0,1007.7,13.7,269,1,2026-05-14T18:13:09.529117+00:00,OK,
openweathermap,2026-05-14 18:13:09.395060+00:00,Ziguinchor,ZG,12.5681,-16.2719,30.4,30.29,41.0,1010.0,5.7,258,802,2026-05-14T18:13:09.558769+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:13:13.021475+00:00,Saint-Louis,SL,16.0179,-16.4896,23.1,21.5,58.0,1009.0,21.6,334,3,2026-05-14T18:13:17.507657+00:00,OK,
openweathermap,2026-05-14 18:13:17.371051+00:00,Saint-Louis,SL,16.0179,-16.4896,20.39,20.6,81.0,1009.0,6.16,305,801,2026-05-14T18:13:17.540301+00:00,OK,peu nuageux
open-meteo,2026-05-14 18:13:23.262940+00:00,Louga,LG,15.6179,-16.2241,27.4,26.3,46.0,1004.3,17.3,301,2,2026-05-14T18:13:27.720860+00:00,OK,
openweathermap,2026-05-14 18:13:27.615583+00:00,Louga,LG,15.6179,-16.2241,23.8,23.78,59.0,1009.0,7.12,292,804,2026-05-14T18:13:27.785572+00:00,OK,couvert
open-meteo,2026-05-14 18:13:31.346692+00:00,Matam,MT,15.6559,-13.2557,39.5,38.5,21.0,1002.9,13.4,296,0,2026-05-14T18:13:35.907946+00:00,OK,
openweathermap,2026-05-14 18:13:35.820100+00:00,Matam,MT,15.6559,-13.2557,40.45,39.1,17.0,1005.0,6.63,226,802,2026-05-14T18:13:35.943255+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:14:41.702668+00:00,Dakar,DK,14.6928,-17.4467,21.9,21.3,73.0,1009.5,20.9,353,0,2026-05-14T18:14:46.218482+00:00,OK,
openweathermap,2026-05-14 18:14:46.035075+00:00,Dakar,DK,14.6928,-17.4467,22.36,22.79,82.0,1011.0,3.58,51,802,2026-05-14T18:14:46.170996+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:14:49.767949+00:00,Thiès,TH,14.7886,-16.9255,23.9,22.8,58.0,1001.5,18.8,335,3,2026-05-14T18:14:54.195118+00:00,OK,
openweathermap,2026-05-14 18:14:54.110692+00:00,Thiès,TH,14.7886,-16.9255,25.06,25.21,61.0,1010.0,8.75,360,803,2026-05-14T18:14:54.235915+00:00,OK,nuageux
open-meteo,2026-05-14 18:15:00.378620+00:00,Diourbel,DB,14.6554,-16.2322,31.4,30.6,36.0,1007.4,15.4,308,1,2026-05-14T18:15:04.819862+00:00,OK,
openweathermap,2026-05-14 18:15:04.704478+00:00,Diourbel,DB,14.6554,-16.2322,32.49,31.65,32.0,1008.0,5.52,291,802,2026-05-14T18:15:04.858195+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:15:08.092814+00:00,Fatick,FK,14.339,-16.4114,32.0,31.6,37.0,1008.1,14.9,316,1,2026-05-14T18:15:12.505500+00:00,OK,
openweathermap,2026-05-14 18:15:12.402774+00:00,Fatick,FK,14.339,-16.4114,29.81,29.7,42.0,1009.0,5.74,245,802,2026-05-14T18:15:12.539655+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:15:18.307641+00:00,Kaolack,KL,14.1652,-16.0726,34.3,34.4,35.0,1007.3,14.8,269,1,2026-05-14T18:15:23.065008+00:00,OK,
openweathermap,2026-05-14 18:15:22.654808+00:00,Kaolack,KL,14.1652,-16.0726,31.11,30.38,35.0,1009.0,7.23,240,801,2026-05-14T18:15:23.156327+00:00,OK,peu nuageux
open-meteo,2026-05-14 18:15:26.403496+00:00,Kaffrine,KF,14.1059,-15.5503,35.2,35.0,32.0,1006.4,15.7,271,2,2026-05-14T18:15:30.838338+00:00,OK,
openweathermap,2026-05-14 18:15:30.729951+00:00,Kaffrine,KF,14.1059,-15.5503,33.93,32.72,27.0,1008.0,7.9,235,802,2026-05-14T18:15:30.891039+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:15:36.643556+00:00,Tambacounda,TC,13.7707,-13.6673,38.3,37.8,27.0,1003.0,17.9,236,0,2026-05-14T18:15:41.293368+00:00,OK,
openweathermap,2026-05-14 18:15:41.018987+00:00,Tambacounda,TC,13.7707,-13.6673,40.73,39.46,17.0,1005.0,3.7,298,803,2026-05-14T18:15:41.199011+00:00,OK,nuageux
open-meteo,2026-05-14 18:15:44.735451+00:00,Kédougou,KD,12.5559,-12.1747,35.1,36.9,42.0,994.7,15.4,254,3,2026-05-14T18:15:49.247469+00:00,OK,
openweathermap,2026-05-14 18:15:49.094508+00:00,Kédougou,KD,12.5559,-12.1747,36.05,37.03,33.0,1006.0,3.97,220,804,2026-05-14T18:15:49.303829+00:00,OK,couvert
open-meteo,2026-05-14 18:15:54.987324+00:00,Kolda,KO,12.8989,-14.9413,36.1,36.7,34.0,1004.6,15.3,253,0,2026-05-14T18:15:59.532342+00:00,OK,
openweathermap,2026-05-14 18:15:59.374122+00:00,Kolda,KO,12.8989,-14.9413,38.56,39.07,26.0,1006.0,4.35,263,802,2026-05-14T18:15:59.607491+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:16:03.079201+00:00,Sédhiou,SD,12.708,-15.5569,33.7,34.4,40.0,1006.2,16.6,252,0,2026-05-14T18:16:07.529632+00:00,OK,
openweathermap,2026-05-14 18:16:07.425910+00:00,Sédhiou,SD,12.708,-15.5569,36.22,36.5,30.0,1007.0,6.0,250,803,2026-05-14T18:16:07.584508+00:00,OK,nuageux
open-meteo,2026-05-14 18:16:13.315589+00:00,Ziguinchor,ZG,12.5681,-16.2719,28.9,28.9,45.0,1007.8,13.1,269,1,2026-05-14T18:16:18.263534+00:00,OK,
openweathermap,2026-05-14 18:16:18.026680+00:00,Ziguinchor,ZG,12.5681,-16.2719,30.4,30.29,41.0,1010.0,5.7,258,802,2026-05-14T18:16:18.301406+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:16:21.392184+00:00,Saint-Louis,SL,16.0179,-16.4896,22.8,21.3,60.0,1009.1,20.9,335,3,2026-05-14T18:16:25.978240+00:00,OK,
openweathermap,2026-05-14 18:16:25.782410+00:00,Saint-Louis,SL,16.0179,-16.4896,20.39,20.6,81.0,1009.0,6.16,305,801,2026-05-14T18:16:25.925508+00:00,OK,peu nuageux
open-meteo,2026-05-14 18:16:31.673706+00:00,Louga,LG,15.6179,-16.2241,26.7,25.7,47.0,1004.4,17.2,301,3,2026-05-14T18:16:36.159898+00:00,OK,
openweathermap,2026-05-14 18:16:36.000220+00:00,Louga,LG,15.6179,-16.2241,23.8,23.78,59.0,1009.0,7.12,292,804,2026-05-14T18:16:36.198679+00:00,OK,couvert
open-meteo,2026-05-14 18:16:39.747682+00:00,Matam,MT,15.6559,-13.2557,39.0,38.1,22.0,1003.0,12.3,299,0,2026-05-14T18:16:44.252154+00:00,OK,
openweathermap,2026-05-14 18:16:44.083231+00:00,Matam,MT,15.6559,-13.2557,40.45,39.1,17.0,1005.0,6.63,226,802,2026-05-14T18:16:44.321236+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:17:50.103433+00:00,Dakar,DK,14.6928,-17.4467,21.7,21.1,74.0,1009.6,20.7,353,0,2026-05-14T18:17:54.619260+00:00,OK,
openweathermap,2026-05-14 18:17:54.416357+00:00,Dakar,DK,14.6928,-17.4467,22.36,22.79,82.0,1011.0,3.58,51,802,2026-05-14T18:17:54.572601+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:17:58.258573+00:00,Thiès,TH,14.7886,-16.9255,23.4,22.4,60.0,1001.6,18.7,335,3,2026-05-14T18:18:02.828537+00:00,OK,
openweathermap,2026-05-14 18:18:02.615009+00:00,Thiès,TH,14.7886,-16.9255,24.08,24.06,58.0,1010.0,5.96,326,803,2026-05-14T18:18:02.766537+00:00,OK,nuageux
open-meteo,2026-05-14 18:18:08.549993+00:00,Diourbel,DB,14.6554,-16.2322,31.4,30.6,36.0,1007.4,15.4,308,1,2026-05-14T18:18:13.094659+00:00,OK,
openweathermap,2026-05-14 18:18:12.921971+00:00,Diourbel,DB,14.6554,-16.2322,32.49,31.65,32.0,1008.0,5.52,291,802,2026-05-14T18:18:13.059052+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:18:16.568157+00:00,Fatick,FK,14.339,-16.4114,32.0,31.6,37.0,1008.1,14.9,316,1,2026-05-14T18:18:21.043252+00:00,OK,
openweathermap,2026-05-14 18:18:20.933579+00:00,Fatick,FK,14.339,-16.4114,29.81,29.7,42.0,1009.0,5.74,245,802,2026-05-14T18:18:21.118193+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:18:26.900145+00:00,Kaolack,KL,14.1652,-16.0726,34.3,34.4,35.0,1007.3,14.8,269,1,2026-05-14T18:18:31.378226+00:00,OK,
openweathermap,2026-05-14 18:18:31.239486+00:00,Kaolack,KL,14.1652,-16.0726,31.11,30.38,35.0,1009.0,7.23,240,801,2026-05-14T18:18:31.444285+00:00,OK,peu nuageux
open-meteo,2026-05-14 18:18:34.933131+00:00,Kaffrine,KF,14.1059,-15.5503,35.2,35.0,32.0,1006.4,15.7,271,2,2026-05-14T18:18:39.439061+00:00,OK,
openweathermap,2026-05-14 18:18:39.284286+00:00,Kaffrine,KF,14.1059,-15.5503,33.93,32.72,27.0,1008.0,7.9,235,802,2026-05-14T18:18:39.474747+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:18:45.177554+00:00,Tambacounda,TC,13.7707,-13.6673,38.3,37.8,27.0,1003.0,17.9,236,0,2026-05-14T18:18:49.780412+00:00,OK,
openweathermap,2026-05-14 18:18:49.578373+00:00,Tambacounda,TC,13.7707,-13.6673,40.73,39.46,17.0,1005.0,3.7,298,803,2026-05-14T18:18:49.731012+00:00,OK,nuageux
open-meteo,2026-05-14 18:18:53.230413+00:00,Kédougou,KD,12.5559,-12.1747,35.1,36.9,42.0,994.7,15.4,254,3,2026-05-14T18:18:57.699102+00:00,OK,
openweathermap,2026-05-14 18:18:57.608586+00:00,Kédougou,KD,12.5559,-12.1747,36.05,37.03,33.0,1006.0,3.97,220,804,2026-05-14T18:18:58.249050+00:00,OK,couvert
open-meteo,2026-05-14 18:19:03.499810+00:00,Kolda,KO,12.8989,-14.9413,36.1,36.7,34.0,1004.6,15.3,253,0,2026-05-14T18:19:08.018062+00:00,OK,
openweathermap,2026-05-14 18:19:07.863856+00:00,Kolda,KO,12.8989,-14.9413,38.56,39.07,26.0,1006.0,4.35,263,802,2026-05-14T18:19:08.085129+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:19:11.645969+00:00,Sédhiou,SD,12.708,-15.5569,33.7,34.4,40.0,1006.2,16.6,252,0,2026-05-14T18:19:16.119392+00:00,OK,
openweathermap,2026-05-14 18:19:15.977664+00:00,Sédhiou,SD,12.708,-15.5569,36.22,36.5,30.0,1007.0,6.0,250,803,2026-05-14T18:19:16.176975+00:00,OK,nuageux
open-meteo,2026-05-14 18:19:21.882638+00:00,Ziguinchor,ZG,12.5681,-16.2719,28.9,28.9,45.0,1007.8,13.1,269,1,2026-05-14T18:19:26.346237+00:00,OK,
openweathermap,2026-05-14 18:19:26.257588+00:00,Ziguinchor,ZG,12.5681,-16.2719,30.4,30.29,41.0,1010.0,5.7,258,802,2026-05-14T18:19:26.401019+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:19:30.676129+00:00,Saint-Louis,SL,16.0179,-16.4896,22.8,21.3,60.0,1009.1,20.9,335,3,2026-05-14T18:19:35.330291+00:00,OK,
openweathermap,2026-05-14 18:19:35.162071+00:00,Saint-Louis,SL,16.0179,-16.4896,20.39,20.6,81.0,1009.0,6.16,305,801,2026-05-14T18:19:35.276487+00:00,OK,peu nuageux
open-meteo,2026-05-14 18:19:41.069395+00:00,Louga,LG,15.6179,-16.2241,26.7,25.7,47.0,1004.4,17.2,301,3,2026-05-14T18:19:45.566618+00:00,OK,
openweathermap,2026-05-14 18:19:45.466816+00:00,Louga,LG,15.6179,-16.2241,23.8,23.78,59.0,1009.0,7.12,292,804,2026-05-14T18:19:45.624120+00:00,OK,couvert
open-meteo,2026-05-14 18:19:49.228622+00:00,Matam,MT,15.6559,-13.2557,39.0,38.1,22.0,1003.0,12.3,299,0,2026-05-14T18:19:53.817374+00:00,OK,
openweathermap,2026-05-14 18:19:53.595486+00:00,Matam,MT,15.6559,-13.2557,40.45,39.1,17.0,1005.0,6.63,226,802,2026-05-14T18:19:53.727680+00:00,OK,partiellement nuageux
open-meteo,2026-05-14 18:21:00.616051+00:00,Dakar,DK,14.6928,-17.4467,21.7,21.1,74.0,1009.6,20.7,353,0,2026-05-14T18:21:06.436907+00:00,OK,
openweathermap,2026-05-14 18:21:06.129671+00:00,Dakar,DK,14.6928,-17.4467,22.36,22.79,82.0,1011.0,5.36,51,802,2026-05-14T18:21:06.499648+00:00,OK,partiellement nuageux
